ts,metric,labels,value
1783723039,replicas_status,deployment=workload-cloud,1.0
1783723049,replicas_status,deployment=workload-cloud,1.0
1783723059,replicas_status,deployment=workload-cloud,1.0
1783723069,replicas_status,deployment=workload-cloud,1.0
1783723079,replicas_status,deployment=workload-cloud,1.0
1783723089,replicas_status,deployment=workload-cloud,1.0
1783723099,replicas_status,deployment=workload-cloud,1.0
1783723109,replicas_status,deployment=workload-cloud,1.0
1783723119,replicas_status,deployment=workload-cloud,1.0
1783723129,replicas_status,deployment=workload-cloud,2.0
1783723139,replicas_status,deployment=workload-cloud,2.0
1783723149,replicas_status,deployment=workload-cloud,2.0
1783723159,replicas_status,deployment=workload-cloud,2.0
1783723169,replicas_status,deployment=workload-cloud,2.0
1783723179,replicas_status,deployment=workload-cloud,2.0
1783723189,replicas_status,deployment=workload-cloud,3.0
1783723199,replicas_status,deployment=workload-cloud,3.0
1783723209,replicas_status,deployment=workload-cloud,3.0
1783723219,replicas_status,deployment=workload-cloud,3.0
1783723229,replicas_status,deployment=workload-cloud,3.0
1783723239,replicas_status,deployment=workload-cloud,3.0
1783723249,replicas_status,deployment=workload-cloud,5.0
1783723259,replicas_status,deployment=workload-cloud,5.0
1783723269,replicas_status,deployment=workload-cloud,5.0
1783723279,replicas_status,deployment=workload-cloud,5.0
1783723289,replicas_status,deployment=workload-cloud,6.0
1783723299,replicas_status,deployment=workload-cloud,6.0
1783723309,replicas_status,deployment=workload-cloud,6.0
1783723319,replicas_status,deployment=workload-cloud,6.0
1783723329,replicas_status,deployment=workload-cloud,6.0
1783723339,replicas_status,deployment=workload-cloud,6.0
1783723349,replicas_status,deployment=workload-cloud,6.0
1783723359,replicas_status,deployment=workload-cloud,6.0
1783723369,replicas_status,deployment=workload-cloud,6.0
1783723379,replicas_status,deployment=workload-cloud,6.0
1783723389,replicas_status,deployment=workload-cloud,6.0
1783723399,replicas_status,deployment=workload-cloud,6.0
1783723409,replicas_status,deployment=workload-cloud,6.0
1783723419,replicas_status,deployment=workload-cloud,6.0
1783723429,replicas_status,deployment=workload-cloud,6.0
1783723439,replicas_status,deployment=workload-cloud,6.0
1783723449,replicas_status,deployment=workload-cloud,6.0
1783723459,replicas_status,deployment=workload-cloud,6.0
1783723469,replicas_status,deployment=workload-cloud,6.0
1783723479,replicas_status,deployment=workload-cloud,6.0
1783723489,replicas_status,deployment=workload-cloud,6.0
1783723499,replicas_status,deployment=workload-cloud,6.0
1783723509,replicas_status,deployment=workload-cloud,6.0
1783723519,replicas_status,deployment=workload-cloud,6.0
1783723529,replicas_status,deployment=workload-cloud,6.0
1783723539,replicas_status,deployment=workload-cloud,6.0
1783723549,replicas_status,deployment=workload-cloud,6.0
1783723559,replicas_status,deployment=workload-cloud,6.0
1783723569,replicas_status,deployment=workload-cloud,6.0
1783723579,replicas_status,deployment=workload-cloud,6.0
1783723589,replicas_status,deployment=workload-cloud,6.0
1783723599,replicas_status,deployment=workload-cloud,6.0
1783723609,replicas_status,deployment=workload-cloud,6.0
1783723619,replicas_status,deployment=workload-cloud,6.0
1783723629,replicas_status,deployment=workload-cloud,6.0
1783723639,replicas_status,deployment=workload-cloud,6.0
1783723649,replicas_status,deployment=workload-cloud,6.0
1783723659,replicas_status,deployment=workload-cloud,6.0
1783723669,replicas_status,deployment=workload-cloud,5.0
1783723679,replicas_status,deployment=workload-cloud,5.0
1783723039,replicas_status,deployment=workload-edge,1.0
1783723049,replicas_status,deployment=workload-edge,1.0
1783723059,replicas_status,deployment=workload-edge,1.0
1783723069,replicas_status,deployment=workload-edge,1.0
1783723079,replicas_status,deployment=workload-edge,1.0
1783723089,replicas_status,deployment=workload-edge,1.0
1783723099,replicas_status,deployment=workload-edge,1.0
1783723109,replicas_status,deployment=workload-edge,1.0
1783723119,replicas_status,deployment=workload-edge,1.0
1783723129,replicas_status,deployment=workload-edge,1.0
1783723139,replicas_status,deployment=workload-edge,1.0
1783723149,replicas_status,deployment=workload-edge,1.0
1783723159,replicas_status,deployment=workload-edge,1.0
1783723169,replicas_status,deployment=workload-edge,1.0
1783723179,replicas_status,deployment=workload-edge,1.0
1783723189,replicas_status,deployment=workload-edge,1.0
1783723199,replicas_status,deployment=workload-edge,1.0
1783723209,replicas_status,deployment=workload-edge,1.0
1783723219,replicas_status,deployment=workload-edge,1.0
1783723229,replicas_status,deployment=workload-edge,1.0
1783723239,replicas_status,deployment=workload-edge,1.0
1783723249,replicas_status,deployment=workload-edge,1.0
1783723259,replicas_status,deployment=workload-edge,1.0
1783723269,replicas_status,deployment=workload-edge,1.0
1783723279,replicas_status,deployment=workload-edge,1.0
1783723289,replicas_status,deployment=workload-edge,1.0
1783723299,replicas_status,deployment=workload-edge,1.0
1783723309,replicas_status,deployment=workload-edge,1.0
1783723319,replicas_status,deployment=workload-edge,1.0
1783723329,replicas_status,deployment=workload-edge,1.0
1783723339,replicas_status,deployment=workload-edge,1.0
1783723349,replicas_status,deployment=workload-edge,1.0
1783723359,replicas_status,deployment=workload-edge,1.0
1783723369,replicas_status,deployment=workload-edge,1.0
1783723379,replicas_status,deployment=workload-edge,1.0
1783723389,replicas_status,deployment=workload-edge,1.0
1783723399,replicas_status,deployment=workload-edge,1.0
1783723409,replicas_status,deployment=workload-edge,1.0
1783723419,replicas_status,deployment=workload-edge,1.0
1783723429,replicas_status,deployment=workload-edge,1.0
1783723439,replicas_status,deployment=workload-edge,1.0
1783723449,replicas_status,deployment=workload-edge,1.0
1783723459,replicas_status,deployment=workload-edge,1.0
1783723469,replicas_status,deployment=workload-edge,1.0
1783723479,replicas_status,deployment=workload-edge,1.0
1783723489,replicas_status,deployment=workload-edge,1.0
1783723499,replicas_status,deployment=workload-edge,1.0
1783723509,replicas_status,deployment=workload-edge,1.0
1783723519,replicas_status,deployment=workload-edge,1.0
1783723529,replicas_status,deployment=workload-edge,1.0
1783723539,replicas_status,deployment=workload-edge,1.0
1783723549,replicas_status,deployment=workload-edge,1.0
1783723559,replicas_status,deployment=workload-edge,1.0
1783723569,replicas_status,deployment=workload-edge,1.0
1783723579,replicas_status,deployment=workload-edge,1.0
1783723589,replicas_status,deployment=workload-edge,1.0
1783723599,replicas_status,deployment=workload-edge,1.0
1783723609,replicas_status,deployment=workload-edge,1.0
1783723619,replicas_status,deployment=workload-edge,1.0
1783723629,replicas_status,deployment=workload-edge,1.0
1783723639,replicas_status,deployment=workload-edge,1.0
1783723649,replicas_status,deployment=workload-edge,1.0
1783723659,replicas_status,deployment=workload-edge,1.0
1783723669,replicas_status,deployment=workload-edge,1.0
1783723679,replicas_status,deployment=workload-edge,1.0
1783723039,replicas_spec,deployment=workload-cloud,1.0
1783723049,replicas_spec,deployment=workload-cloud,1.0
1783723059,replicas_spec,deployment=workload-cloud,1.0
1783723069,replicas_spec,deployment=workload-cloud,1.0
1783723079,replicas_spec,deployment=workload-cloud,1.0
1783723089,replicas_spec,deployment=workload-cloud,1.0
1783723099,replicas_spec,deployment=workload-cloud,1.0
1783723109,replicas_spec,deployment=workload-cloud,1.0
1783723119,replicas_spec,deployment=workload-cloud,1.0
1783723129,replicas_spec,deployment=workload-cloud,2.0
1783723139,replicas_spec,deployment=workload-cloud,2.0
1783723149,replicas_spec,deployment=workload-cloud,2.0
1783723159,replicas_spec,deployment=workload-cloud,2.0
1783723169,replicas_spec,deployment=workload-cloud,2.0
1783723179,replicas_spec,deployment=workload-cloud,2.0
1783723189,replicas_spec,deployment=workload-cloud,3.0
1783723199,replicas_spec,deployment=workload-cloud,3.0
1783723209,replicas_spec,deployment=workload-cloud,3.0
1783723219,replicas_spec,deployment=workload-cloud,3.0
1783723229,replicas_spec,deployment=workload-cloud,3.0
1783723239,replicas_spec,deployment=workload-cloud,3.0
1783723249,replicas_spec,deployment=workload-cloud,5.0
1783723259,replicas_spec,deployment=workload-cloud,5.0
1783723269,replicas_spec,deployment=workload-cloud,5.0
1783723279,replicas_spec,deployment=workload-cloud,5.0
1783723289,replicas_spec,deployment=workload-cloud,6.0
1783723299,replicas_spec,deployment=workload-cloud,6.0
1783723309,replicas_spec,deployment=workload-cloud,6.0
1783723319,replicas_spec,deployment=workload-cloud,6.0
1783723329,replicas_spec,deployment=workload-cloud,6.0
1783723339,replicas_spec,deployment=workload-cloud,6.0
1783723349,replicas_spec,deployment=workload-cloud,6.0
1783723359,replicas_spec,deployment=workload-cloud,6.0
1783723369,replicas_spec,deployment=workload-cloud,6.0
1783723379,replicas_spec,deployment=workload-cloud,6.0
1783723389,replicas_spec,deployment=workload-cloud,6.0
1783723399,replicas_spec,deployment=workload-cloud,6.0
1783723409,replicas_spec,deployment=workload-cloud,6.0
1783723419,replicas_spec,deployment=workload-cloud,6.0
1783723429,replicas_spec,deployment=workload-cloud,6.0
1783723439,replicas_spec,deployment=workload-cloud,6.0
1783723449,replicas_spec,deployment=workload-cloud,6.0
1783723459,replicas_spec,deployment=workload-cloud,6.0
1783723469,replicas_spec,deployment=workload-cloud,6.0
1783723479,replicas_spec,deployment=workload-cloud,6.0
1783723489,replicas_spec,deployment=workload-cloud,6.0
1783723499,replicas_spec,deployment=workload-cloud,6.0
1783723509,replicas_spec,deployment=workload-cloud,6.0
1783723519,replicas_spec,deployment=workload-cloud,6.0
1783723529,replicas_spec,deployment=workload-cloud,6.0
1783723539,replicas_spec,deployment=workload-cloud,6.0
1783723549,replicas_spec,deployment=workload-cloud,6.0
1783723559,replicas_spec,deployment=workload-cloud,6.0
1783723569,replicas_spec,deployment=workload-cloud,6.0
1783723579,replicas_spec,deployment=workload-cloud,6.0
1783723589,replicas_spec,deployment=workload-cloud,6.0
1783723599,replicas_spec,deployment=workload-cloud,6.0
1783723609,replicas_spec,deployment=workload-cloud,6.0
1783723619,replicas_spec,deployment=workload-cloud,6.0
1783723629,replicas_spec,deployment=workload-cloud,6.0
1783723639,replicas_spec,deployment=workload-cloud,6.0
1783723649,replicas_spec,deployment=workload-cloud,6.0
1783723659,replicas_spec,deployment=workload-cloud,6.0
1783723669,replicas_spec,deployment=workload-cloud,5.0
1783723679,replicas_spec,deployment=workload-cloud,5.0
1783723039,replicas_spec,deployment=workload-edge,1.0
1783723049,replicas_spec,deployment=workload-edge,1.0
1783723059,replicas_spec,deployment=workload-edge,1.0
1783723069,replicas_spec,deployment=workload-edge,1.0
1783723079,replicas_spec,deployment=workload-edge,1.0
1783723089,replicas_spec,deployment=workload-edge,1.0
1783723099,replicas_spec,deployment=workload-edge,1.0
1783723109,replicas_spec,deployment=workload-edge,1.0
1783723119,replicas_spec,deployment=workload-edge,1.0
1783723129,replicas_spec,deployment=workload-edge,1.0
1783723139,replicas_spec,deployment=workload-edge,1.0
1783723149,replicas_spec,deployment=workload-edge,1.0
1783723159,replicas_spec,deployment=workload-edge,1.0
1783723169,replicas_spec,deployment=workload-edge,1.0
1783723179,replicas_spec,deployment=workload-edge,1.0
1783723189,replicas_spec,deployment=workload-edge,1.0
1783723199,replicas_spec,deployment=workload-edge,1.0
1783723209,replicas_spec,deployment=workload-edge,1.0
1783723219,replicas_spec,deployment=workload-edge,1.0
1783723229,replicas_spec,deployment=workload-edge,1.0
1783723239,replicas_spec,deployment=workload-edge,1.0
1783723249,replicas_spec,deployment=workload-edge,1.0
1783723259,replicas_spec,deployment=workload-edge,1.0
1783723269,replicas_spec,deployment=workload-edge,1.0
1783723279,replicas_spec,deployment=workload-edge,1.0
1783723289,replicas_spec,deployment=workload-edge,1.0
1783723299,replicas_spec,deployment=workload-edge,1.0
1783723309,replicas_spec,deployment=workload-edge,1.0
1783723319,replicas_spec,deployment=workload-edge,1.0
1783723329,replicas_spec,deployment=workload-edge,1.0
1783723339,replicas_spec,deployment=workload-edge,1.0
1783723349,replicas_spec,deployment=workload-edge,1.0
1783723359,replicas_spec,deployment=workload-edge,1.0
1783723369,replicas_spec,deployment=workload-edge,1.0
1783723379,replicas_spec,deployment=workload-edge,1.0
1783723389,replicas_spec,deployment=workload-edge,1.0
1783723399,replicas_spec,deployment=workload-edge,1.0
1783723409,replicas_spec,deployment=workload-edge,1.0
1783723419,replicas_spec,deployment=workload-edge,1.0
1783723429,replicas_spec,deployment=workload-edge,1.0
1783723439,replicas_spec,deployment=workload-edge,1.0
1783723449,replicas_spec,deployment=workload-edge,1.0
1783723459,replicas_spec,deployment=workload-edge,1.0
1783723469,replicas_spec,deployment=workload-edge,1.0
1783723479,replicas_spec,deployment=workload-edge,1.0
1783723489,replicas_spec,deployment=workload-edge,1.0
1783723499,replicas_spec,deployment=workload-edge,1.0
1783723509,replicas_spec,deployment=workload-edge,1.0
1783723519,replicas_spec,deployment=workload-edge,1.0
1783723529,replicas_spec,deployment=workload-edge,1.0
1783723539,replicas_spec,deployment=workload-edge,1.0
1783723549,replicas_spec,deployment=workload-edge,1.0
1783723559,replicas_spec,deployment=workload-edge,1.0
1783723569,replicas_spec,deployment=workload-edge,1.0
1783723579,replicas_spec,deployment=workload-edge,1.0
1783723589,replicas_spec,deployment=workload-edge,1.0
1783723599,replicas_spec,deployment=workload-edge,1.0
1783723609,replicas_spec,deployment=workload-edge,1.0
1783723619,replicas_spec,deployment=workload-edge,1.0
1783723629,replicas_spec,deployment=workload-edge,1.0
1783723639,replicas_spec,deployment=workload-edge,1.0
1783723649,replicas_spec,deployment=workload-edge,1.0
1783723659,replicas_spec,deployment=workload-edge,1.0
1783723669,replicas_spec,deployment=workload-edge,1.0
1783723679,replicas_spec,deployment=workload-edge,1.0
1783723039,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.002117979895262502
1783723049,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.003275484955518353
1783723059,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.0037743620393954824
1783723069,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.021148011000081623
1783723079,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.035921864638189895
1783723089,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.05510322314835293
1783723099,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.07634165044534866
1783723109,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.1082109110885735
1783723119,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.12044696649358158
1783723129,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.1358495962314945
1783723139,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.16685845967252866
1783723149,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.16685845967252866
1783723159,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.1893875382279819
1783723169,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.1963416032802469
1783723179,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.21152861729215122
1783723189,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.21837272955392162
1783723199,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.2318867988438264
1783723209,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.2318867988438264
1783723219,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.24656126499550426
1783723229,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.24656126499550426
1783723239,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.2714228909430313
1783723249,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.33046969273184995
1783723259,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.3203401819101741
1783723269,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.4194163742180173
1783723279,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.4787679435792977
1783723289,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.4787679435792977
1783723299,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.4915960627901005
1783723309,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.48608663281801484
1783723319,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.48594263034457924
1783723329,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.4821851905908686
1783723339,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.4763691599836598
1783723349,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.4770698783847338
1783723359,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.4765141772092906
1783723369,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.4743650301258725
1783723379,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.4775780613204594
1783723389,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.4743226757998095
1783723399,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.4724992398175564
1783723409,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.4106035277610735
1783723419,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.3767895894587827
1783723429,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.24649153072903263
1783723439,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.25880731988349165
1783723449,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.2700071533610832
1783723459,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.26932766491461013
1783723469,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.26837746279748387
1783723479,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.26740268396531425
1783723489,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.26934181351665376
1783723499,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.2674784839040624
1783723509,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.23018607689749707
1783723519,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.26937091695257764
1783723529,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.26662925694812156
1783723539,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.26662925694812156
1783723549,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.2684492692439139
1783723559,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.2686804295835027
1783723569,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.2686804295835027
1783723579,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.2690810322258931
1783723589,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.26628490587564196
1783723599,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.26628490587564196
1783723609,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.22615071532846714
1783723619,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.1994446106355224
1783723629,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.14393378095216652
1783723639,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.06696064164048264
1783723649,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.004367090409131411
1783723659,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.00410000218679549
1783723669,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.0020425907258065706
1783723679,cpu_cores,pod=workload-cloud-6f545f89ff-9hvzm,0.0020425907258065706
1783723189,cpu_cores,pod=workload-cloud-6f545f89ff-bjhmv,0.007988978869750227
1783723199,cpu_cores,pod=workload-cloud-6f545f89ff-bjhmv,0.010411656327985741
