ts,metric,labels,value
1783743548,replicas_status,deployment=workload-cloud,1.0
1783743558,replicas_status,deployment=workload-cloud,1.0
1783743568,replicas_status,deployment=workload-cloud,1.0
1783743578,replicas_status,deployment=workload-cloud,1.0
1783743588,replicas_status,deployment=workload-cloud,1.0
1783743598,replicas_status,deployment=workload-cloud,1.0
1783743608,replicas_status,deployment=workload-cloud,1.0
1783743618,replicas_status,deployment=workload-cloud,2.0
1783743628,replicas_status,deployment=workload-cloud,2.0
1783743638,replicas_status,deployment=workload-cloud,2.0
1783743648,replicas_status,deployment=workload-cloud,3.0
1783743658,replicas_status,deployment=workload-cloud,3.0
1783743668,replicas_status,deployment=workload-cloud,3.0
1783743678,replicas_status,deployment=workload-cloud,3.0
1783743688,replicas_status,deployment=workload-cloud,3.0
1783743698,replicas_status,deployment=workload-cloud,4.0
1783743708,replicas_status,deployment=workload-cloud,4.0
1783743718,replicas_status,deployment=workload-cloud,4.0
1783743728,replicas_status,deployment=workload-cloud,4.0
1783743738,replicas_status,deployment=workload-cloud,4.0
1783743748,replicas_status,deployment=workload-cloud,4.0
1783743758,replicas_status,deployment=workload-cloud,6.0
1783743768,replicas_status,deployment=workload-cloud,6.0
1783743778,replicas_status,deployment=workload-cloud,6.0
1783743788,replicas_status,deployment=workload-cloud,6.0
1783743798,replicas_status,deployment=workload-cloud,6.0
1783743808,replicas_status,deployment=workload-cloud,6.0
1783743818,replicas_status,deployment=workload-cloud,6.0
1783743828,replicas_status,deployment=workload-cloud,6.0
1783743838,replicas_status,deployment=workload-cloud,6.0
1783743848,replicas_status,deployment=workload-cloud,6.0
1783743858,replicas_status,deployment=workload-cloud,6.0
1783743868,replicas_status,deployment=workload-cloud,6.0
1783743878,replicas_status,deployment=workload-cloud,6.0
1783743888,replicas_status,deployment=workload-cloud,6.0
1783743898,replicas_status,deployment=workload-cloud,6.0
1783743908,replicas_status,deployment=workload-cloud,6.0
1783743918,replicas_status,deployment=workload-cloud,6.0
1783743928,replicas_status,deployment=workload-cloud,6.0
1783743938,replicas_status,deployment=workload-cloud,6.0
1783743948,replicas_status,deployment=workload-cloud,6.0
1783743958,replicas_status,deployment=workload-cloud,6.0
1783743968,replicas_status,deployment=workload-cloud,6.0
1783743978,replicas_status,deployment=workload-cloud,6.0
1783743988,replicas_status,deployment=workload-cloud,6.0
1783743998,replicas_status,deployment=workload-cloud,6.0
1783744008,replicas_status,deployment=workload-cloud,6.0
1783744018,replicas_status,deployment=workload-cloud,6.0
1783744028,replicas_status,deployment=workload-cloud,6.0
1783744038,replicas_status,deployment=workload-cloud,6.0
1783744048,replicas_status,deployment=workload-cloud,6.0
1783744058,replicas_status,deployment=workload-cloud,6.0
1783744068,replicas_status,deployment=workload-cloud,6.0
1783744078,replicas_status,deployment=workload-cloud,6.0
1783744088,replicas_status,deployment=workload-cloud,6.0
1783744098,replicas_status,deployment=workload-cloud,6.0
1783744108,replicas_status,deployment=workload-cloud,6.0
1783744118,replicas_status,deployment=workload-cloud,6.0
1783744128,replicas_status,deployment=workload-cloud,6.0
1783744138,replicas_status,deployment=workload-cloud,6.0
1783744148,replicas_status,deployment=workload-cloud,6.0
1783744158,replicas_status,deployment=workload-cloud,6.0
1783744168,replicas_status,deployment=workload-cloud,6.0
1783744178,replicas_status,deployment=workload-cloud,6.0
1783744188,replicas_status,deployment=workload-cloud,5.0
1783743548,replicas_status,deployment=workload-edge,1.0
1783743558,replicas_status,deployment=workload-edge,1.0
1783743568,replicas_status,deployment=workload-edge,1.0
1783743578,replicas_status,deployment=workload-edge,1.0
1783743588,replicas_status,deployment=workload-edge,1.0
1783743598,replicas_status,deployment=workload-edge,1.0
1783743608,replicas_status,deployment=workload-edge,1.0
1783743618,replicas_status,deployment=workload-edge,1.0
1783743628,replicas_status,deployment=workload-edge,1.0
1783743638,replicas_status,deployment=workload-edge,1.0
1783743648,replicas_status,deployment=workload-edge,1.0
1783743658,replicas_status,deployment=workload-edge,1.0
1783743668,replicas_status,deployment=workload-edge,1.0
1783743678,replicas_status,deployment=workload-edge,1.0
1783743688,replicas_status,deployment=workload-edge,1.0
1783743698,replicas_status,deployment=workload-edge,1.0
1783743708,replicas_status,deployment=workload-edge,1.0
1783743718,replicas_status,deployment=workload-edge,1.0
1783743728,replicas_status,deployment=workload-edge,1.0
1783743738,replicas_status,deployment=workload-edge,1.0
1783743748,replicas_status,deployment=workload-edge,1.0
1783743758,replicas_status,deployment=workload-edge,1.0
1783743768,replicas_status,deployment=workload-edge,1.0
1783743778,replicas_status,deployment=workload-edge,1.0
1783743788,replicas_status,deployment=workload-edge,1.0
1783743798,replicas_status,deployment=workload-edge,1.0
1783743808,replicas_status,deployment=workload-edge,1.0
1783743818,replicas_status,deployment=workload-edge,1.0
1783743828,replicas_status,deployment=workload-edge,1.0
1783743838,replicas_status,deployment=workload-edge,1.0
1783743848,replicas_status,deployment=workload-edge,1.0
1783743858,replicas_status,deployment=workload-edge,1.0
1783743868,replicas_status,deployment=workload-edge,1.0
1783743878,replicas_status,deployment=workload-edge,1.0
1783743888,replicas_status,deployment=workload-edge,1.0
1783743898,replicas_status,deployment=workload-edge,1.0
1783743908,replicas_status,deployment=workload-edge,1.0
1783743918,replicas_status,deployment=workload-edge,1.0
1783743928,replicas_status,deployment=workload-edge,1.0
1783743938,replicas_status,deployment=workload-edge,1.0
1783743948,replicas_status,deployment=workload-edge,1.0
1783743958,replicas_status,deployment=workload-edge,1.0
1783743968,replicas_status,deployment=workload-edge,1.0
1783743978,replicas_status,deployment=workload-edge,1.0
1783743988,replicas_status,deployment=workload-edge,1.0
1783743998,replicas_status,deployment=workload-edge,1.0
1783744008,replicas_status,deployment=workload-edge,1.0
1783744018,replicas_status,deployment=workload-edge,1.0
1783744028,replicas_status,deployment=workload-edge,1.0
